id,dwor_id_root,dwor_id_gas_prevented,dorg_id_root,dadr_id_root,dcal_id_gas_prevented_date,dtim_id_gas_prevented_time,latest
770,770,1770,11,33,15,5,Y
771,771,1771,2,44,26,15,Y
772,772,1772,20,37,33,3,Y
773,773,1773,8,28,19,13,Y
774,774,1774,5,9,22,3,Y
775,775,1775,16,37,4,18,Y
776,776,1776,13,17,6,13,Y
777,777,1777,17,28,9,5,Y
778,778,1778,16,36,13,16,Y
779,779,1779,13,42,37,7,Y
780,780,1780,18,40,34,8,Y
781,781,1781,8,5,18,14,Y
782,782,1782,11,44,37,3,Y
783,783,1783,4,43,27,14,Y
784,784,1784,12,23,13,11,Y
785,785,1785,12,39,42,1,Y
786,786,1786,10,11,23,20,Y
787,787,1787,15,40,10,15,Y
788,788,1788,2,15,13,22,Y
789,789,1789,12,10,6,4,Y
790,790,1790,2,16,40,5,Y
791,791,1791,10,1,22,23,Y
792,792,1792,4,20,29,16,Y
793,793,1793,1,22,14,24,Y
794,794,1794,18,14,14,18,Y
795,795,1795,17,49,17,18,Y
796,796,1796,16,40,10,23,Y
797,797,1797,1,25,38,22,Y
798,798,1798,17,3,17,6,Y
799,799,1799,2,19,13,23,Y
800,800,1800,20,18,4,15,Y
801,801,1801,1,5,25,22,Y
802,802,1802,9,43,43,12,Y
803,803,1803,4,2,19,21,Y
804,804,1804,13,15,25,17,Y
805,805,1805,4,21,32,20,Y
806,806,1806,18,6,12,7,Y
807,807,1807,17,30,36,23,Y
808,808,1808,1,3,16,17,Y
809,809,1809,10,22,32,13,Y
810,810,1810,6,2,23,22,Y
811,811,1811,12,23,41,10,Y
812,812,1812,8,33,18,2,Y
813,813,1813,9,25,2,18,Y
814,814,1814,9,15,10,11,Y
815,815,1815,13,43,9,3,Y
816,816,1816,13,34,40,21,Y
817,817,1817,8,27,16,19,Y
818,818,1818,5,28,20,20,Y
819,819,1819,11,29,35,5,Y
820,820,1820,7,42,9,19,Y
821,821,1821,18,44,13,5,Y
822,822,1822,10,45,34,5,Y
823,823,1823,14,50,10,21,Y
824,824,1824,19,11,21,3,Y
825,825,1825,18,35,8,6,Y
826,826,1826,11,10,2,11,Y
827,827,1827,14,27,20,15,Y
828,828,1828,9,10,13,4,Y
829,829,1829,5,12,2,20,Y
830,830,1830,20,18,39,19,Y
831,831,1831,20,15,39,8,Y
832,832,1832,8,44,2,12,Y
833,833,1833,3,45,31,5,Y
834,834,1834,17,39,31,23,Y
835,835,1835,12,12,25,16,Y
836,836,1836,16,9,11,7,Y
837,837,1837,8,3,27,1,Y
838,838,1838,9,27,15,24,Y
839,839,1839,7,49,14,3,Y
840,840,1840,6,29,40,16,Y
841,841,1841,11,30,16,14,Y
842,842,1842,13,50,3,20,Y
843,843,1843,13,47,21,13,Y
844,844,1844,20,48,37,20,Y
845,845,1845,18,34,42,23,Y
846,846,1846,2,34,7,15,Y
847,847,1847,15,3,16,17,Y
848,848,1848,18,26,3,18,Y
849,849,1849,13,34,41,2,Y
850,850,1850,7,19,29,13,Y
851,851,1851,10,50,19,15,Y
852,852,1852,6,28,19,20,Y
853,853,1853,2,45,34,5,Y
854,854,1854,15,42,29,3,Y
855,855,1855,17,8,12,19,Y
856,856,1856,18,9,26,14,Y
857,857,1857,11,29,2,6,Y
858,858,1858,15,38,13,15,Y
859,859,1859,3,17,21,23,Y
860,860,1860,6,46,8,3,Y
861,861,1861,4,46,29,21,Y
862,862,1862,12,6,34,23,Y
863,863,1863,13,47,33,20,Y
864,864,1864,6,25,36,13,Y
865,865,1865,2,50,11,11,Y
866,866,1866,19,43,10,6,Y
867,867,1867,5,12,4,14,Y
868,868,1868,10,20,29,10,Y
869,869,1869,6,8,9,7,Y
870,870,1870,1,40,17,1,Y
871,871,1871,15,32,32,18,Y
872,872,1872,1,39,32,8,Y
873,873,1873,7,38,43,16,Y
874,874,1874,15,27,29,3,Y
875,875,1875,20,39,1,8,Y
876,876,1876,18,18,40,21,Y
877,877,1877,18,14,4,6,Y
878,878,1878,5,4,42,12,Y
879,879,1879,2,10,3,22,Y
880,880,1880,19,39,20,11,Y
881,881,1881,3,4,7,14,Y
882,882,1882,6,11,19,20,Y
883,883,1883,20,37,36,6,Y
884,884,1884,15,48,38,12,Y
885,885,1885,2,6,20,11,Y
886,886,1886,12,25,5,14,Y
887,887,1887,18,5,19,16,Y
888,888,1888,5,8,18,11,Y
889,889,1889,17,27,34,7,Y
890,890,1890,7,40,4,4,Y
891,891,1891,19,47,41,17,Y
892,892,1892,3,31,39,23,Y
893,893,1893,10,28,39,11,Y
894,894,1894,9,34,37,20,Y
895,895,1895,12,9,40,19,Y
896,896,1896,16,34,41,16,Y
897,897,1897,16,12,40,8,Y
898,898,1898,10,13,1,4,Y
899,899,1899,1,30,41,4,Y
900,900,1900,7,40,27,14,Y
901,901,1901,2,22,23,18,Y
902,902,1902,7,1,41,7,Y
903,903,1903,10,17,5,10,Y
904,904,1904,10,33,36,11,Y
905,905,1905,1,8,22,11,Y
906,906,1906,13,47,37,20,Y
907,907,1907,1,12,13,11,Y
908,908,1908,11,44,31,16,Y
909,909,1909,2,42,9,16,Y
910,910,1910,5,41,30,18,Y
911,911,1911,11,30,27,24,Y
912,912,1912,2,34,20,19,Y
913,913,1913,11,36,35,1,Y
914,914,1914,7,37,22,12,Y
915,915,1915,3,10,18,1,Y
916,916,1916,11,25,41,18,Y
917,917,1917,6,37,39,13,Y
918,918,1918,6,39,8,10,Y
919,919,1919,11,46,3,9,Y
920,920,1920,14,6,32,8,Y
921,921,1921,12,29,20,7,Y
922,922,1922,17,20,12,4,Y
923,923,1923,12,3,13,3,Y
924,924,1924,15,33,2,16,Y
925,925,1925,17,10,13,11,Y
926,926,1926,16,47,34,10,Y
927,927,1927,11,10,7,17,Y
928,928,1928,5,14,3,15,Y
929,929,1929,13,46,34,4,Y
930,930,1930,1,20,3,22,Y
931,931,1931,20,6,22,15,Y
932,932,1932,2,7,34,22,Y
933,933,1933,10,2,37,10,Y
934,934,1934,7,21,13,7,Y
935,935,1935,10,18,35,11,Y
936,936,1936,15,43,8,9,Y
937,937,1937,5,11,18,4,Y
938,938,1938,1,40,36,17,Y
939,939,1939,4,14,35,12,Y
940,940,1940,18,21,18,5,Y
941,941,1941,10,37,16,6,Y
942,942,1942,3,20,40,11,Y
943,943,1943,18,29,4,5,Y
944,944,1944,1,31,4,4,Y
945,945,1945,13,4,6,14,Y
946,946,1946,13,12,39,19,Y
947,947,1947,15,40,23,10,Y
948,948,1948,11,13,43,18,Y
949,949,1949,3,49,30,19,Y
950,950,1950,5,6,30,4,Y
951,951,1951,15,20,42,23,Y
952,952,1952,15,31,15,8,Y
953,953,1953,5,40,17,12,Y
954,954,1954,13,12,43,11,Y
955,955,1955,11,30,32,1,Y
956,956,1956,3,31,8,12,Y
957,957,1957,16,30,11,10,Y
958,958,1958,12,39,37,5,Y
959,959,1959,17,7,26,23,Y
960,960,1960,4,21,36,21,Y
961,961,1961,3,20,35,15,Y
962,962,1962,13,38,27,8,Y
963,963,1963,20,16,36,6,Y
964,964,1964,16,25,5,11,Y
965,965,1965,7,45,38,14,Y
966,966,1966,14,37,22,18,Y
967,967,1967,8,12,43,22,Y
968,968,1968,3,48,37,16,Y
969,969,1969,4,38,39,15,Y
970,970,1970,11,36,7,15,Y
971,971,1971,6,20,26,3,Y
972,972,1972,20,7,39,13,Y
973,973,1973,11,32,42,22,Y
974,974,1974,2,6,14,5,Y
975,975,1975,19,49,41,1,Y
976,976,1976,5,43,10,15,Y
977,977,1977,18,19,25,20,Y
978,978,1978,19,29,13,7,Y
979,979,1979,11,20,37,22,Y
980,980,1980,10,28,23,3,Y
981,981,1981,19,1,40,17,Y
982,982,1982,13,9,19,2,Y
983,983,1983,12,36,4,1,Y
984,984,1984,18,23,8,10,Y
985,985,1985,1,16,28,23,Y
986,986,1986,19,26,41,11,Y
987,987,1987,13,26,25,14,Y
988,988,1988,18,14,43,6,Y
989,989,1989,16,9,13,18,Y
990,990,1990,13,24,27,5,Y
991,991,1991,10,43,9,5,Y
992,992,1992,1,5,42,1,Y
993,993,1993,5,47,32,22,Y
994,994,1994,14,9,6,5,Y
995,995,1995,14,30,39,14,Y
996,996,1996,20,12,30,17,Y
997,997,1997,14,36,29,13,Y
998,998,1998,12,15,12,14,Y
999,999,1999,20,1,37,16,Y
1000,1000,2000,8,46,33,9,Y
