Network,ldz,Depot,Work Order,Root Work Order,Emergency Date,Gas Prevented,Time Difference,Address,MTD,Less 12,Great 12,Count
EG,NW,LIVERPOOL,W1045607,W1045605,2026-05-26 07:07:00,2026-05-26 11:34:09,4.45,82 MARKET SQUARE LIVERPOOL NW8 3JE,1,1,0,1
EG,WM,COVENTRY,W1045608,W1045606,2026-05-26 21:20:00,2026-05-27 12:05:29,14.76,38 STATION ROAD COVENTRY WM9 3AB,0,0,1,1
EG,SE,CROYDON,W1045609,W1045608,2026-05-27 15:49:00,2026-05-27 21:24:57,5.6,118 STATION ROAD CROYDON SE1 3JE,1,1,0,1
EG,SE,GUILDFORD,W1045610,W1045607,2026-05-26 18:46:00,2026-05-27 08:44:32,13.98,114 STATION ROAD GUILDFORD SE2 2DU,1,0,1,1
EG,EA,IPSWICH,W1045611,W1045606,2026-05-26 09:01:00,2026-05-26 17:26:04,8.42,57 VICTORIA ROAD IPSWICH EA2 1LA,1,1,0,1
EG,EA,BEDFORD,W1045612,W1045610,2026-05-26 08:12:00,2026-05-26 12:26:52,4.25,138 VICTORIA ROAD BEDFORD EA2 1GF,1,1,0,1
EG,SC,STIRLING,W1045613,W1045610,2026-05-26 21:23:00,2026-05-27 05:45:23,8.37,184 PARK AVENUE STIRLING SC7 1LA,1,1,0,1
EG,EA,NORWICH,W1045614,W1045611,2026-05-27 09:28:00,2026-05-27 23:05:02,13.62,23 CHURCH LANE NORWICH EA8 2DU,1,0,1,1
EG,NT,LEICESTER,W1045615,W1045613,2026-05-27 23:57:00,2026-05-28 08:30:22,8.56,151 MARKET SQUARE LEICESTER NT3 2LT,0,1,0,1
EG,SE,GUILDFORD,W1045616,W1045611,2026-05-27 02:59:00,2026-05-27 17:32:39,14.56,194 PARK AVENUE GUILDFORD SE1 2LT,1,0,1,1
EG,SE,GUILDFORD,W1045617,W1045615,2026-05-27 22:36:00,2026-05-28 10:54:27,12.31,36 CHURCH LANE GUILDFORD SE7 3JE,1,0,1,1
EG,NT,NOTTINGHAM,W1045618,W1045615,2026-05-27 15:35:00,2026-05-28 03:43:18,12.14,58 HIGH STREET NOTTINGHAM NT1 3BU,0,0,1,1
EG,SE,MAIDSTONE,W1045619,W1045615,2026-05-26 20:42:00,2026-05-27 10:31:10,13.82,107 KING STREET MAIDSTONE SE4 3AB,0,0,1,1
EG,NE,MIDDLESBROUGH,W1045620,W1045616,2026-05-26 19:47:00,2026-05-27 03:45:45,7.98,124 MARKET SQUARE MIDDLESBROUGH NE5 2EE,1,1,0,1
EG,NE,MIDDLESBROUGH,W1045621,W1045616,2026-05-26 08:10:00,2026-05-26 18:33:53,10.4,38 STATION ROAD MIDDLESBROUGH NE3 3AB,1,1,0,1
EG,NW,MANCHESTER,W1045622,W1045619,2026-05-27 13:40:00,2026-05-28 03:41:59,14.03,92 HIGH STREET MANCHESTER NW5 5JZ,0,0,1,1
EG,SC,EDINBURGH,W1045623,W1045622,2026-05-26 17:20:00,2026-05-27 06:55:48,13.6,176 BRIDGE ROAD EDINBURGH SC6 5JZ,0,0,1,1
EG,WM,COVENTRY,W1045624,W1045623,2026-05-26 16:18:00,2026-05-27 00:24:11,8.1,125 PARK AVENUE COVENTRY WM3 1LA,0,1,0,1
EG,SC,EDINBURGH,W1045625,W1045620,2026-05-26 06:50:00,2026-05-26 20:42:03,13.87,158 CASTLE STREET EDINBURGH SC9 4BH,0,0,1,1
EG,SO,SALISBURY,W1045626,W1045625,2026-05-26 04:59:00,2026-05-26 09:10:28,4.19,90 BRIDGE ROAD SALISBURY SO6 2DU,0,1,0,1
EG,NT,MANSFIELD,W1045627,W1045622,2026-05-27 05:45:00,2026-05-27 13:06:05,7.35,191 MILL ROAD MANSFIELD NT3 4EQ,0,1,0,1
EG,SC,ABERDEEN,W1045628,W1045626,2026-05-26 04:05:00,2026-05-26 12:45:22,8.67,196 MILL ROAD ABERDEEN SC1 2LT,1,1,0,1
EG,SO,SOUTHAMPTON,W1045629,W1045627,2026-05-26 01:50:00,2026-05-26 13:05:27,11.26,152 HIGH STREET SOUTHAMPTON SO2 3AB,1,1,0,1
EG,EA,CAMBRIDGE,W1045630,W1045627,2026-05-26 03:50:00,2026-05-26 09:11:42,5.36,155 CHURCH LANE CAMBRIDGE EA4 5RX,0,1,0,1
EG,WM,BIRMINGHAM,W1045631,W1045630,2026-05-26 23:17:00,2026-05-27 13:43:12,14.44,90 STATION ROAD BIRMINGHAM WM9 3JE,0,0,1,1
EG,NE,NEWCASTLE,W1045632,W1045627,2026-05-26 16:13:00,2026-05-27 04:05:26,11.87,73 KING STREET NEWCASTLE NE9 5EE,0,1,0,1
EG,NE,SUNDERLAND,W1045633,W1045628,2026-05-27 11:44:00,2026-05-27 22:12:59,10.48,113 BROAD STREET SUNDERLAND NE3 2LT,1,1,0,1
EG,SO,SALISBURY,W1045634,W1045632,2026-05-26 13:07:00,2026-05-27 01:29:31,12.38,81 MILL ROAD SALISBURY SO2 3AB,0,0,1,1
EG,NT,LEICESTER,W1045635,W1045632,2026-05-26 02:20:00,2026-05-26 11:45:51,9.43,99 BRIDGE ROAD LEICESTER NT5 3AB,1,1,0,1
EG,SC,PERTH,W1045636,W1045633,2026-05-27 06:54:00,2026-05-27 11:39:56,4.77,122 BROAD STREET PERTH SC3 1LA,0,1,0,1
EG,NT,NOTTINGHAM,W1045637,W1045633,2026-05-27 16:42:00,2026-05-28 04:08:30,11.44,31 KING STREET NOTTINGHAM NT7 2EE,0,1,0,1
EG,NW,WARRINGTON,W1045638,W1045635,2026-05-26 10:12:00,2026-05-26 20:44:40,10.54,104 MILL ROAD WARRINGTON NW7 4EQ,1,1,0,1
EG,SE,TUNBRIDGE WELLS,W1045639,W1045634,2026-05-27 20:25:00,2026-05-28 04:20:01,7.92,171 MARKET SQUARE TUNBRIDGE WELLS SE8 2EE,1,1,0,1
EG,NW,SALFORD,W1045640,W1045639,2026-05-26 08:31:00,2026-05-26 17:59:12,9.47,161 KING STREET SALFORD NW2 1AA,0,1,0,1
EG,NE,GATESHEAD,W1045641,W1045640,2026-05-26 12:38:00,2026-05-27 00:06:16,11.47,40 BRIDGE ROAD GATESHEAD NE2 5RX,0,1,0,1
EG,NT,LINCOLN,W1045642,W1045640,2026-05-27 21:31:00,2026-05-28 06:54:33,9.39,67 NEW STREET LINCOLN NT9 1LA,0,1,0,1
EG,EA,PETERBOROUGH,W1045643,W1045642,2026-05-27 14:20:00,2026-05-28 03:42:53,13.38,114 VICTORIA ROAD PETERBOROUGH EA1 1AA,0,0,1,1
EG,SE,EASTBOURNE,W1045644,W1045642,2026-05-27 13:08:00,2026-05-27 20:34:13,7.44,100 VICTORIA ROAD EASTBOURNE SE2 3BU,1,1,0,1
EG,NT,LINCOLN,W1045645,W1045640,2026-05-26 16:03:00,2026-05-27 00:21:18,8.31,127 MARKET SQUARE LINCOLN NT6 2EE,1,1,0,1
EG,WM,BIRMINGHAM,W1045646,W1045645,2026-05-26 04:53:00,2026-05-26 12:54:49,8.03,190 MARKET SQUARE BIRMINGHAM WM6 1AA,1,1,0,1
EG,NE,GATESHEAD,W1045647,W1045644,2026-05-27 13:22:00,2026-05-27 17:59:15,4.62,63 CHURCH LANE GATESHEAD NE5 4EQ,0,1,0,1
EG,NE,MIDDLESBROUGH,W1045648,W1045647,2026-05-27 05:01:00,2026-05-27 14:56:21,9.92,10 VICTORIA ROAD MIDDLESBROUGH NE7 1GF,1,1,0,1
EG,SE,CROYDON,W1045649,W1045645,2026-05-26 10:24:00,2026-05-26 20:40:26,10.27,83 MARKET SQUARE CROYDON SE8 2LT,0,1,0,1
EG,SC,INVERNESS,W1045650,W1045646,2026-05-27 05:39:00,2026-05-27 12:56:41,7.29,112 CHURCH LANE INVERNESS SC2 3AB,0,1,0,1
EG,SE,MAIDSTONE,W1045651,W1045650,2026-05-27 18:25:00,2026-05-28 07:16:02,12.85,160 CASTLE STREET MAIDSTONE SE2 2LT,1,0,1,1
EG,SE,CROYDON,W1045652,W1045647,2026-05-27 13:13:00,2026-05-27 21:02:13,7.82,20 BROAD STREET CROYDON SE5 4BH,1,1,0,1
EG,SO,BASINGSTOKE,W1045653,W1045650,2026-05-26 13:25:00,2026-05-26 20:10:50,6.76,132 VICTORIA ROAD BASINGSTOKE SO9 1GF,0,1,0,1
EG,EA,BEDFORD,W1045654,W1045652,2026-05-27 06:42:00,2026-05-27 21:16:59,14.58,191 VICTORIA ROAD BEDFORD EA9 5JZ,1,0,1,1
EG,EA,BEDFORD,W1045655,W1045653,2026-05-27 14:09:00,2026-05-27 20:47:38,6.64,192 BROAD STREET BEDFORD EA5 3BU,1,1,0,1
EG,SO,BOURNEMOUTH,W1045656,W1045655,2026-05-26 13:17:00,2026-05-27 02:20:38,13.06,166 KING STREET BOURNEMOUTH SO4 5JZ,1,0,1,1
EG,SC,PAISLEY,W1045657,W1045655,2026-05-26 00:15:00,2026-05-26 13:01:02,12.77,80 VICTORIA ROAD PAISLEY SC9 3AB,1,0,1,1
EG,SO,SOUTHAMPTON,W1045658,W1045656,2026-05-26 08:08:00,2026-05-26 12:27:14,4.32,72 BROAD STREET SOUTHAMPTON SO3 4AH,0,1,0,1
EG,NT,NOTTINGHAM,W1045659,W1045658,2026-05-26 10:38:00,2026-05-26 17:54:39,7.28,17 PARK AVENUE NOTTINGHAM NT6 5EE,0,1,0,1
EG,SO,PORTSMOUTH,W1045660,W1045658,2026-05-26 18:47:00,2026-05-27 04:17:09,9.5,31 NEW STREET PORTSMOUTH SO9 1GF,1,1,0,1
EG,NT,NOTTINGHAM,W1045661,W1045659,2026-05-26 10:21:00,2026-05-26 23:30:20,13.16,189 PARK AVENUE NOTTINGHAM NT4 3BU,1,0,1,1
EG,SC,EDINBURGH,W1045662,W1045661,2026-05-26 06:17:00,2026-05-26 15:07:03,8.83,66 MARKET SQUARE EDINBURGH SC8 1AA,1,1,0,1
EG,NE,MIDDLESBROUGH,W1045663,W1045658,2026-05-27 15:43:00,2026-05-27 22:25:35,6.71,72 KING STREET MIDDLESBROUGH NE8 1LA,1,1,0,1
EG,SE,CROYDON,W1045664,W1045659,2026-05-26 23:42:00,2026-05-27 12:29:18,12.79,14 CASTLE STREET CROYDON SE4 5EE,1,0,1,1
EG,SO,BOURNEMOUTH,W1045665,W1045662,2026-05-26 17:55:00,2026-05-27 00:31:00,6.6,114 PARK AVENUE BOURNEMOUTH SO7 1AA,1,1,0,1
EG,SE,CROYDON,W1045666,W1045664,2026-05-27 06:55:00,2026-05-27 20:42:33,13.79,113 BROAD STREET CROYDON SE7 1LA,0,0,1,1
EG,SE,TUNBRIDGE WELLS,W1045667,W1045666,2026-05-27 15:47:00,2026-05-28 00:19:33,8.54,86 CASTLE STREET TUNBRIDGE WELLS SE2 2EE,0,1,0,1
EG,SE,BRIGHTON,W1045668,W1045667,2026-05-27 13:38:00,2026-05-28 01:39:17,12.02,141 CASTLE STREET BRIGHTON SE8 1LA,0,0,1,1
EG,EA,IPSWICH,W1045669,W1045665,2026-05-26 00:25:00,2026-05-26 06:37:02,6.2,79 STATION ROAD IPSWICH EA2 5RX,0,1,0,1
EG,NW,BLACKBURN,W1045670,W1045665,2026-05-26 19:43:00,2026-05-27 04:13:48,8.51,82 VICTORIA ROAD BLACKBURN NW3 3AB,1,1,0,1
EG,NW,WIGAN,W1045671,W1045668,2026-05-26 02:26:00,2026-05-26 10:28:36,8.04,101 PARK AVENUE WIGAN NW4 4BH,0,1,0,1
EG,EA,BEDFORD,W1045672,W1045667,2026-05-26 02:29:00,2026-05-26 08:39:51,6.18,180 KING STREET BEDFORD EA7 1AA,1,1,0,1
EG,SE,HORSHAM,W1045673,W1045672,2026-05-27 05:36:00,2026-05-27 10:53:27,5.29,184 NEW STREET HORSHAM SE8 2EE,1,1,0,1
EG,NE,SUNDERLAND,W1045674,W1045672,2026-05-26 08:18:00,2026-05-26 20:30:39,12.21,98 KING STREET SUNDERLAND NE4 2EE,0,0,1,1
EG,SE,EASTBOURNE,W1045675,W1045673,2026-05-27 05:26:00,2026-05-27 18:09:01,12.72,8 BRIDGE ROAD EASTBOURNE SE4 5JZ,1,0,1,1
EG,SC,INVERNESS,W1045676,W1045671,2026-05-27 02:00:00,2026-05-27 11:09:27,9.16,83 CASTLE STREET INVERNESS SC4 2EE,1,1,0,1
EG,SO,BASINGSTOKE,W1045677,W1045674,2026-05-26 03:35:00,2026-05-26 08:13:46,4.65,86 CHURCH LANE BASINGSTOKE SO6 3AB,0,1,0,1
EG,EA,NORWICH,W1045678,W1045673,2026-05-27 09:25:00,2026-05-27 20:48:01,11.38,34 NEW STREET NORWICH EA3 1AA,1,1,0,1
EG,NW,SALFORD,W1045679,W1045676,2026-05-27 04:05:00,2026-05-27 11:34:25,7.49,136 PARK AVENUE SALFORD NW5 3JE,0,1,0,1
EG,WM,BIRMINGHAM,W1045680,W1045678,2026-05-27 08:47:00,2026-05-27 16:44:59,7.97,111 BRIDGE ROAD BIRMINGHAM WM5 5EE,1,1,0,1
EG,WM,WALSALL,W1045681,W1045679,2026-05-27 23:31:00,2026-05-28 11:55:01,12.4,39 NEW STREET WALSALL WM8 4BH,0,0,1,1
EG,SC,EDINBURGH,W1045682,W1045681,2026-05-26 05:02:00,2026-05-26 14:12:21,9.17,42 CASTLE STREET EDINBURGH SC7 3AB,0,1,0,1
EG,NT,NOTTINGHAM,W1045683,W1045679,2026-05-27 22:35:00,2026-05-28 07:55:13,9.34,127 MILL ROAD NOTTINGHAM NT3 4BH,0,1,0,1
EG,WM,BIRMINGHAM,W1045684,W1045682,2026-05-27 05:53:00,2026-05-27 11:44:04,5.85,131 BRIDGE ROAD BIRMINGHAM WM4 5RX,0,1,0,1
EG,NW,STOCKPORT,W1045685,W1045684,2026-05-26 15:43:00,2026-05-26 20:45:14,5.04,85 HIGH STREET STOCKPORT NW2 5JZ,1,1,0,1
EG,WM,DUDLEY,W1045686,W1045685,2026-05-27 04:01:00,2026-05-27 08:54:30,4.89,182 BROAD STREET DUDLEY WM8 3AB,1,1,0,1
EG,EA,NORWICH,W1045687,W1045686,2026-05-27 10:46:00,2026-05-28 01:45:52,15.0,146 KING STREET NORWICH EA1 4EQ,1,0,1,1
EG,WM,BIRMINGHAM,W1045688,W1045687,2026-05-27 02:25:00,2026-05-27 09:13:24,6.81,62 PARK AVENUE BIRMINGHAM WM1 2LT,0,1,0,1
EG,NW,STOCKPORT,W1045689,W1045685,2026-05-27 20:48:00,2026-05-28 11:17:55,14.5,40 MILL ROAD STOCKPORT NW8 5JZ,1,0,1,1
EG,SE,EASTBOURNE,W1045690,W1045685,2026-05-26 11:42:00,2026-05-26 16:45:26,5.06,95 NEW STREET EASTBOURNE SE8 4EQ,1,1,0,1
EG,SO,SALISBURY,W1045691,W1045688,2026-05-27 02:48:00,2026-05-27 11:26:52,8.65,95 MARKET SQUARE SALISBURY SO7 3JE,1,1,0,1
EG,NE,NEWCASTLE,W1045692,W1045687,2026-05-27 14:43:00,2026-05-27 21:10:59,6.47,176 CASTLE STREET NEWCASTLE NE8 3JE,0,1,0,1
EG,SE,GUILDFORD,W1045693,W1045689,2026-05-26 15:19:00,2026-05-26 20:57:04,5.63,33 BROAD STREET GUILDFORD SE5 5EE,0,1,0,1
EG,SO,BOURNEMOUTH,W1045694,W1045689,2026-05-26 17:04:00,2026-05-27 07:09:25,14.09,132 MILL ROAD BOURNEMOUTH SO7 4AH,1,0,1,1
EG,NE,GATESHEAD,W1045695,W1045690,2026-05-27 11:16:00,2026-05-27 21:42:28,10.44,197 NEW STREET GATESHEAD NE2 1AA,1,1,0,1
EG,NW,LIVERPOOL,W1045696,W1045692,2026-05-26 02:26:00,2026-05-26 16:04:39,13.64,77 STATION ROAD LIVERPOOL NW8 5RX,1,0,1,1
EG,SE,MAIDSTONE,W1045697,W1045695,2026-05-26 05:05:00,2026-05-26 17:18:02,12.22,155 BRIDGE ROAD MAIDSTONE SE2 4BH,1,0,1,1
EG,EA,CAMBRIDGE,W1045698,W1045694,2026-05-26 00:10:00,2026-05-26 11:22:49,11.21,118 CASTLE STREET CAMBRIDGE EA8 2EE,1,1,0,1
EG,WM,WALSALL,W1045699,W1045696,2026-05-26 04:08:00,2026-05-26 08:17:09,4.15,29 HIGH STREET WALSALL WM4 2DU,0,1,0,1
EG,SC,STIRLING,W1045700,W1045698,2026-05-26 13:53:00,2026-05-27 00:46:11,10.89,138 CHURCH LANE STIRLING SC5 2LT,1,1,0,1
EG,NW,SALFORD,W1045701,W1045697,2026-05-26 03:10:00,2026-05-26 17:05:35,13.93,190 CASTLE STREET SALFORD NW8 3AB,1,0,1,1
EG,EA,PETERBOROUGH,W1045702,W1045697,2026-05-26 06:18:00,2026-05-26 16:33:49,10.26,101 HIGH STREET PETERBOROUGH EA1 1LA,0,1,0,1
EG,SO,SALISBURY,W1045703,W1045699,2026-05-27 01:31:00,2026-05-27 09:54:47,8.4,132 MARKET SQUARE SALISBURY SO8 2DU,0,1,0,1
EG,EA,BEDFORD,W1045704,W1045703,2026-05-27 18:20:00,2026-05-28 04:25:08,10.09,69 BROAD STREET BEDFORD EA8 2EE,0,1,0,1
EG,NT,MANSFIELD,W1045705,W1045702,2026-05-27 22:27:00,2026-05-28 02:40:43,4.23,74 CASTLE STREET MANSFIELD NT8 4EQ,1,1,0,1
EG,NT,DERBY,W1045706,W1045701,2026-05-26 18:58:00,2026-05-27 06:30:04,11.53,155 CASTLE STREET DERBY NT8 1GF,0,1,0,1
EG,SE,EASTBOURNE,W1045707,W1045703,2026-05-27 21:41:00,2026-05-28 09:45:49,12.08,121 KING STREET EASTBOURNE SE4 5RX,1,0,1,1
EG,NE,GATESHEAD,W1045708,W1045706,2026-05-26 06:10:00,2026-05-26 16:49:47,10.66,26 PARK AVENUE GATESHEAD NE5 3AB,0,1,0,1
EG,SC,GLASGOW,W1045709,W1045708,2026-05-27 08:22:00,2026-05-27 19:48:46,11.45,45 NEW STREET GLASGOW SC2 1AA,1,1,0,1
EG,SO,SOUTHAMPTON,W1045710,W1045705,2026-05-26 03:35:00,2026-05-26 10:02:54,6.47,67 STATION ROAD SOUTHAMPTON SO6 3BU,0,1,0,1
EG,SE,HORSHAM,W1045711,W1045706,2026-05-26 22:03:00,2026-05-27 12:14:34,14.19,113 VICTORIA ROAD HORSHAM SE2 4BH,0,0,1,1
EG,NE,DURHAM,W1045712,W1045711,2026-05-26 05:40:00,2026-05-26 10:57:55,5.3,53 STATION ROAD DURHAM NE5 3JE,1,1,0,1
EG,NT,NOTTINGHAM,W1045713,W1045711,2026-05-27 10:52:00,2026-05-27 16:22:55,5.52,52 VICTORIA ROAD NOTTINGHAM NT1 2EE,0,1,0,1
EG,NT,LEICESTER,W1045714,W1045711,2026-05-26 02:17:00,2026-05-26 10:22:48,8.1,194 PARK AVENUE LEICESTER NT4 1LA,0,1,0,1
EG,SO,PORTSMOUTH,W1045715,W1045713,2026-05-27 13:58:00,2026-05-27 22:28:08,8.5,118 NEW STREET PORTSMOUTH SO6 3BU,0,1,0,1
EG,NT,DERBY,W1045716,W1045715,2026-05-26 02:21:00,2026-05-26 09:48:46,7.46,198 KING STREET DERBY NT1 2EE,1,1,0,1
EG,EA,IPSWICH,W1045717,W1045712,2026-05-26 20:45:00,2026-05-27 09:32:23,12.79,134 BRIDGE ROAD IPSWICH EA7 2EE,1,0,1,1
EG,WM,WOLVERHAMPTON,W1045718,W1045717,2026-05-27 16:39:00,2026-05-28 06:46:29,14.12,180 PARK AVENUE WOLVERHAMPTON WM4 3AB,1,0,1,1
EG,WM,WALSALL,W1045719,W1045717,2026-05-27 02:02:00,2026-05-27 11:56:42,9.91,100 CASTLE STREET WALSALL WM3 2DU,1,1,0,1
EG,SC,PAISLEY,W1045720,W1045715,2026-05-27 16:21:00,2026-05-28 04:40:39,12.33,41 HIGH STREET PAISLEY SC9 1AA,1,0,1,1
EG,SC,ABERDEEN,W1045721,W1045717,2026-05-26 23:03:00,2026-05-27 12:18:26,13.26,67 BROAD STREET ABERDEEN SC6 4AH,0,0,1,1
EG,EA,CAMBRIDGE,W1045722,W1045718,2026-05-27 18:47:00,2026-05-27 22:50:26,4.06,87 CHURCH LANE CAMBRIDGE EA9 3BU,0,1,0,1
EG,WM,WOLVERHAMPTON,W1045723,W1045720,2026-05-26 22:24:00,2026-05-27 08:06:58,9.72,64 MILL ROAD WOLVERHAMPTON WM9 1LA,0,1,0,1
EG,WM,WALSALL,W1045724,W1045723,2026-05-26 22:27:00,2026-05-27 11:33:46,13.11,21 MILL ROAD WALSALL WM7 1AA,0,0,1,1
EG,NT,DERBY,W1045725,W1045721,2026-05-26 11:43:00,2026-05-26 21:30:19,9.79,151 NEW STREET DERBY NT7 4AH,1,1,0,1
EG,NT,LINCOLN,W1045726,W1045722,2026-05-27 23:26:00,2026-05-28 12:29:42,13.06,37 NEW STREET LINCOLN NT8 3JE,1,0,1,1
EG,NW,WARRINGTON,W1045727,W1045725,2026-05-27 15:02:00,2026-05-28 03:14:41,12.21,144 STATION ROAD WARRINGTON NW2 5EE,1,0,1,1
EG,NE,NEWCASTLE,W1045728,W1045725,2026-05-27 01:33:00,2026-05-27 07:14:10,5.69,96 BRIDGE ROAD NEWCASTLE NE5 1LA,1,1,0,1
EG,NT,NOTTINGHAM,W1045729,W1045727,2026-05-26 18:26:00,2026-05-26 22:58:06,4.54,79 BRIDGE ROAD NOTTINGHAM NT3 4EQ,1,1,0,1
EG,EA,CAMBRIDGE,W1045730,W1045725,2026-05-27 02:55:00,2026-05-27 07:24:29,4.49,124 MARKET SQUARE CAMBRIDGE EA8 5JZ,1,1,0,1
EG,SO,SALISBURY,W1045731,W1045726,2026-05-26 04:32:00,2026-05-26 15:32:03,11.0,195 VICTORIA ROAD SALISBURY SO8 1GF,0,1,0,1
EG,WM,BIRMINGHAM,W1045732,W1045727,2026-05-27 12:14:00,2026-05-28 02:08:09,13.9,87 NEW STREET BIRMINGHAM WM8 1AA,1,0,1,1
EG,NE,SUNDERLAND,W1045733,W1045732,2026-05-27 17:41:00,2026-05-27 23:02:41,5.36,144 MILL ROAD SUNDERLAND NE9 4EQ,0,1,0,1
EG,SC,STIRLING,W1045734,W1045729,2026-05-26 03:42:00,2026-05-26 17:59:52,14.3,47 HIGH STREET STIRLING SC4 5JZ,0,0,1,1
EG,NT,NOTTINGHAM,W1045735,W1045730,2026-05-27 12:37:00,2026-05-27 17:06:41,4.49,6 STATION ROAD NOTTINGHAM NT3 2EE,1,1,0,1
EG,EA,BEDFORD,W1045736,W1045733,2026-05-27 08:05:00,2026-05-27 13:20:39,5.26,26 NEW STREET BEDFORD EA5 3JE,0,1,0,1
EG,NW,BOLTON,W1045737,W1045736,2026-05-26 09:26:00,2026-05-26 20:53:52,11.46,16 MARKET SQUARE BOLTON NW3 1LA,0,1,0,1
EG,EA,NORWICH,W1045738,W1045734,2026-05-26 10:09:00,2026-05-26 18:41:27,8.54,83 BRIDGE ROAD NORWICH EA2 2EE,0,1,0,1
EG,SC,DUNDEE,W1045739,W1045734,2026-05-26 15:32:00,2026-05-27 03:48:34,12.28,99 MILL ROAD DUNDEE SC1 5JZ,1,0,1,1
EG,NT,MANSFIELD,W1045740,W1045736,2026-05-26 15:01:00,2026-05-26 23:29:56,8.48,60 HIGH STREET MANSFIELD NT9 5JZ,0,1,0,1
EG,SC,EDINBURGH,W1045741,W1045738,2026-05-27 14:05:00,2026-05-28 03:23:32,13.31,129 CHURCH LANE EDINBURGH SC3 3BU,1,0,1,1
EG,NW,BLACKBURN,W1045742,W1045737,2026-05-27 17:28:00,2026-05-27 21:55:34,4.46,119 MARKET SQUARE BLACKBURN NW3 5JZ,0,1,0,1
EG,EA,PETERBOROUGH,W1045743,W1045740,2026-05-27 21:24:00,2026-05-28 12:23:29,14.99,162 CHURCH LANE PETERBOROUGH EA9 5RX,1,0,1,1
EG,EA,IPSWICH,W1045744,W1045739,2026-05-26 09:05:00,2026-05-26 17:25:54,8.35,32 KING STREET IPSWICH EA9 2DU,1,1,0,1
EG,SO,PORTSMOUTH,W1045745,W1045740,2026-05-27 21:21:00,2026-05-28 08:20:12,10.99,193 CASTLE STREET PORTSMOUTH SO5 3AB,0,1,0,1
EG,WM,WOLVERHAMPTON,W1045746,W1045744,2026-05-27 19:21:00,2026-05-27 23:31:28,4.17,178 KING STREET WOLVERHAMPTON WM1 1GF,1,1,0,1
EG,EA,CAMBRIDGE,W1045747,W1045745,2026-05-27 17:57:00,2026-05-28 05:36:41,11.66,126 PARK AVENUE CAMBRIDGE EA2 4AH,0,1,0,1
EG,EA,PETERBOROUGH,W1045748,W1045747,2026-05-27 12:52:00,2026-05-27 23:28:51,10.61,100 KING STREET PETERBOROUGH EA1 4BH,0,1,0,1
EG,NT,LEICESTER,W1045749,W1045747,2026-05-27 00:14:00,2026-05-27 12:24:28,12.17,195 BRIDGE ROAD LEICESTER NT6 1GF,0,0,1,1
EG,NE,DURHAM,W1045750,W1045747,2026-05-26 07:31:00,2026-05-26 22:09:24,14.64,10 BRIDGE ROAD DURHAM NE4 3AB,0,0,1,1
EG,SC,PERTH,W1045751,W1045750,2026-05-27 18:32:00,2026-05-28 03:58:02,9.43,142 CHURCH LANE PERTH SC3 1GF,0,1,0,1
EG,NW,WARRINGTON,W1045752,W1045750,2026-05-27 18:54:00,2026-05-28 01:24:27,6.51,134 CASTLE STREET WARRINGTON NW5 3BU,0,1,0,1
EG,EA,BEDFORD,W1045753,W1045748,2026-05-27 21:35:00,2026-05-28 11:17:50,13.71,1 PARK AVENUE BEDFORD EA1 1GF,1,0,1,1
EG,SO,SALISBURY,W1045754,W1045751,2026-05-26 21:33:00,2026-05-27 06:40:56,9.13,93 NEW STREET SALISBURY SO1 3BU,0,1,0,1
EG,EA,NORWICH,W1045755,W1045751,2026-05-27 10:00:00,2026-05-27 18:18:37,8.31,86 MILL ROAD NORWICH EA1 5EE,0,1,0,1
EG,SO,SOUTHAMPTON,W1045756,W1045754,2026-05-26 05:21:00,2026-05-26 12:46:07,7.42,161 BROAD STREET SOUTHAMPTON SO1 2LT,1,1,0,1
EG,SO,SOUTHAMPTON,W1045757,W1045752,2026-05-27 08:15:00,2026-05-27 13:26:10,5.19,62 STATION ROAD SOUTHAMPTON SO1 4BH,1,1,0,1
EG,SC,PAISLEY,W1045758,W1045753,2026-05-27 03:40:00,2026-05-27 12:34:39,8.91,32 MILL ROAD PAISLEY SC1 1AA,1,1,0,1
EG,WM,BIRMINGHAM,W1045759,W1045757,2026-05-26 14:03:00,2026-05-26 21:21:58,7.32,161 PARK AVENUE BIRMINGHAM WM2 2LT,0,1,0,1
EG,EA,NORWICH,W1045760,W1045756,2026-05-27 03:39:00,2026-05-27 15:55:17,12.27,60 MARKET SQUARE NORWICH EA1 3BU,1,0,1,1
EG,SO,SALISBURY,W1045761,W1045757,2026-05-26 10:41:00,2026-05-27 00:59:48,14.31,7 VICTORIA ROAD SALISBURY SO6 4AH,0,0,1,1
EG,NE,NEWCASTLE,W1045762,W1045761,2026-05-26 18:50:00,2026-05-27 08:04:54,13.25,147 KING STREET NEWCASTLE NE9 1GF,1,0,1,1
EG,WM,WALSALL,W1045763,W1045759,2026-05-27 05:15:00,2026-05-27 10:45:51,5.51,12 HIGH STREET WALSALL WM5 3JE,1,1,0,1
EG,WM,WOLVERHAMPTON,W1045764,W1045759,2026-05-26 04:30:00,2026-05-26 11:53:43,7.4,88 BRIDGE ROAD WOLVERHAMPTON WM1 1LA,0,1,0,1
EG,EA,IPSWICH,W1045765,W1045760,2026-05-26 13:22:00,2026-05-26 19:30:58,6.15,52 BROAD STREET IPSWICH EA4 5EE,0,1,0,1
